1,vital,"にとって非常に重要な, 生命の"
2,vivid,"生き生きとした, 鮮やかな"
3,revive,"を生き返らせる, 生き返る"
4,essential,"にとって重要な, 必要不可欠な, 本質的な"
5,indispensable,"にとって重要な, 必要不可欠な"
6,crucial,"決定的な, 極めて重要な"
7,significance,重要性
8,consequence,"結果, 重要さ"
9,matter,"事柄, 問題, 重要である"
10,count,"を数える, 重要である"
11,make a difference,重要である
12,trivial,"ささいな, ありふれた"
13,trifle,"ささいな事, くだらない事"
14,common,"共通の, よくある, 一般的な, ありふれた"
15,ordinary,"普通の, 通常の, ありふれた"
16,familiar,"によく知られた, に精通している, 親しい"
17,emphasize,を強調する
18,stress,"を強調する, ストレス, 重点, 強調"
19,neglect,"をうっかり怠る, を無視する"
20,ignore,"を無視する, を知らないふりをする"
21,eminent,著名な
22,prominent,"目立った, 有名な"
23,primary,"第1の, 主要な"
24,tiny,ちっぽけな
25,slight,"わずかな, 取るに足らない"
26,character,"性格, 人格, 特徴, 登場人物"
27,feature,"目立った特徴, 顔立ち, を特集する, 呼び物にする"
28,trait,"特徴, 特色"
29,typical,"典型的な, らしい"
30,unique,"に特有の, 独自の, 唯一の"
31,peculiar,"に特有の, 風変わりな"
32,particular,"特定の, 特別の"
33,general,"全般的な, 一般的な"
34,specify,を特定する
35,distinguish,"を区別する, 見分ける"
36,define,"を定義する, 明確にする"
37,vague,"曖昧な, 漠然とした"
38,obscure,"不明瞭な, ぼやけた, 世に知られていない"
39,ambiguous,"曖昧な, どちらともとれる"
40,obvious,明白な
41,evident,明白な
42,apparent,"見たところの, 明白な"
43,respect,"尊敬, 尊重, 点, 事項"
44,aspect,"側面, 様相, 点"
45,detail,詳細
46,precise,正確な
47,accurate,正確な
48,structure,"構造, 構成, 骨格"
49,construct,"を建設する, 組み立てる"
50,destroy,"を破壊する, 滅ぼす"
51,architecture,"建築, 建築学"
52,constitute,"を構成する, 占める, 設立する"
53,institute,"法律・制度を制定する, 協会, 研究所"
54,substitute,"を代用する, 代用品, 代理人"
55,stable,安定した
56,establish,"を設立する, 確立する"
57,subject,"科目, 主題, 家来, 臣民"
58,subdue,"を征服する, 支配する, 抑える"
59,submit,"に服従する, 身を任せる, を服従させる, を提出する"
60,submission,"服従, 提出"
61,fundamental,"根本的な, 基礎的な, 重要な"
62,fund,"資金, 基金"
63,found,を設立する
64,foundation,"基盤, 基礎, 土台"
65,profound,"深い, 深遠な"
66,base,"土台, 基礎"
67,basis,基礎
68,ground,"運動場, 地面, 根拠, 理由"
69,superficial,うわべの
70,shallow,"浅い, 浅はかな, うわべの"
71,superb,"すばらしい, 見事な"
72,supervise,"を監視する, 指揮する"
73,superstition,迷信
74,core,"中心, 核心, 果物の芯"
75,surface,"表面, 表層"
76,internal,"内面の, 内側の"
77,external,外側の
78,concentrate,"に集中する, をに集中させる"
79,focus,"に集中する, 重点を置く, 焦点"
80,compose,"を構成する, 作曲・作文する"
81,consist,"から成る, の中にある, 存在する"
82,organize,を組織する
83,element,"要素, 元素"
84,component,"構成要素, 部分"
85,complex,"複雑な, 複合の"
86,complicated,複雑な
87,reveal,"を明らかにする, 暴露する"
88,conceal,を隠す
89,expose,をさらす
90,impose,"をに課す, 押しつける"
91,divide,を分割する
92,diffuse,"をまき散らす, 分散する, 拡散する"
93,scatter,をまき散らす
94,spread,"広がる, 普及する"
95,bend,を曲げる
96,incline,"を傾ける, したい気持ちにさせる"
97,lean,"に寄りかかる, もたれる"
98,erect,"を直立させる, 建てる, 直立した"
99,emit,"を放出する, 排出する"
100,absorb,を吸収する
101,attract,"を惹き付ける, 魅了する"
102,extract,"を抜き出す, 抽出する"
103,aim,"目標, 目的, を狙う, 目標とする"
104,penetrate,"を貫通する, に浸透する, 貫通する"
105,thrust,"をぐいっと押し付ける, 突っ込む, 突き刺す"
106,insert,を挿入する
107,grasp,"を掴む, 握る, 理解する"
108,grab,を掴む
109,seize,"を掴む, 感情などがを襲う, 押収する"
110,drag,を引きずる
111,cling,"にしがみつく, 固執する"
112,stick,"棒, にくっつく, 固執する"
113,attach,"をくっつける, 愛着を持たせる"
114,imitate,を真似る
115,fold,を折り畳む
116,tear,を引き裂く
117,mold,"をかたどる, 形成する"
118,distort,を歪める
119,expand,"を拡大する, 拡大する, 膨張する"
120,shrink,縮む
121,swell,膨らむ
122,assemble,"を集める, 組み立てる"
123,collect,"を集める, 徴収する"
124,cram,を詰め込む
125,rotate,"を回転する, 回転する"
126,twist,をひねる
127,upset,"をひっくり返す, 動揺させる, 怒らせる, 動揺した"
128,stir,"をかき回す, 騒乱"
129,explode,爆発する
130,burst,爆発する
131,melt,"溶ける, を溶かす"
132,leak,"漏れる, を漏らす"
133,string,"ひも, 糸"
134,restrict,をに制限する
135,strict,"厳しい, 厳密な"
136,distress,"苦悩, 貧困"
137,strain,"緊張, 重圧, 品種, 血統"
138,restrain,を抑制する
139,tense,"緊張した, ぴんと張った"
140,extend,"を伸ばす, 延長する"
141,intense,激しい
142,force,"力, 勢力, 軍事力, にすることを強制する"
143,compel,にすることを強いる
144,oblige,"にすることを義務づける, 余儀なくさせる"
145,voluntary,自発的な
146,spontaneous,"自発的な, 自然発生的な"
147,free,"自由な, 無料の, 暇な"
148,liberty,自由
149,release,を解放する
150,capture,を捕らえる
151,prohibit,"を禁じる, にするのを禁じる"
152,forbid,を禁じる
153,ban,を公的に禁止する
154,permit,"を許す, にするのを許可する"
155,allow,がするのを許す
156,forgive,過ちを犯した人を許す
157,overlook,"を大目に見る, 許す, を見落とす"
158,generous,"寛容な, 気前のよい"
159,tolerate,"を許容する, 容認する"
160,prevent,"を防ぐ, がするのを妨げる"
161,avoid,"望ましくないものを避ける, するのを回避する"
162,hinder,"を妨げる, がするのを妨げる"
163,refrain,"するのを差し控える, 遠慮する"
164,interrupt,"を中断する, 邪魔する"
165,disrupt,"を乱す, 混乱する"
166,disturb,"を妨げる, 悩ませる"
167,interfere,"を邪魔する, に干渉する"
168,cease,"をやめる, しなくなる"
169,halt,"を停止する, 停止"
170,deprive,からを奪う
171,rob,"からを奪う, 強奪する"
172,strip,"からをはぎ取る, 除去する"
173,remove,"をから除去する, 取り除く"
174,eliminate,"を取り除く, 削除する"
175,get rid of,"を取り除く, 処分する"
176,dispose of,"を処理する, 取り除く"
177,do away with,"を捨てる, 廃止する"
178,discard,を捨てる
179,abandon,を捨てる
180,desert,"を捨てる, 見捨てる, 砂漠"
181,provide,"をあらかじめ供給する, 与える"
182,supply,"足りない物を供給する, 供給"
183,offer,"をに提供する, 申し出る, 提供, 申し出"
184,furnish,に家具などを備え付ける
185,equip,にを装備する
186,promote,"を促進する, 昇進させる"
187,enhance,"を高める, 強化する"
188,accelerate,"を加速する, 促進する"
189,boost,"を促進する, 高める"
190,urge,"にするようにせき立てる, 衝動, 欲望"
191,encourage,"をするように励ます, 促進する"
192,project,"企画, 事業, を見積もる, 投影する"
193,enterprise,"企て, 事業, 企業"
194,scheme,"計画, 枠組み, 制度"
195,attempt,"試み, 企画, をしようと試みる"
196,purpose,目的
197,intention,意図
198,destination,"目的地, 行き先"
199,ideal,"理想, 理想的な"
200,practical,"実用的な, 現実的な"
201,real,"本当の, 本物の, 現実の"
202,fantasy,空想
203,fancy,"空想, を想像する, 高級な, 手の込んだ"
204,illusion,"幻想, 錯覚"
205,imagine,を想像する
206,task,"仕事, 任務"
207,undertake,を引き受ける
208,cage,"檻, かご"
209,embark,"に船出する, 着手する"
210,hesitate,"するのをためらう, 躊躇する"
211,pursue,を追い求める
212,seek,を探し求める
213,strive,"を得ようと努力する, 奮闘する"
214,assign,"をに割り当てる, 課す"
215,in charge of,"を担当して, の責任者で"
216,responsible,に対して責任のある
217,execute,"を実行する, 果たす, を処刑する"
218,perform,"を実行する, 果たす, を演じる, 上演する"
219,performance,"実行, 業績, 演技, 演奏"
220,obstacle,"障害, 障害物"
221,adverse,"逆境の, 不利な"
222,hardship,"苦難, 苦労"
223,burden,"重荷, 負担"
224,overcome,"を乗り越える, 克服する"
225,cope with,"に取り組む, 対処する"
226,tackle,"に取り組む, 立ち向かう"
227,talent,才能
228,gift,"贈り物, 才能"
229,ability,能力
230,skill,"技術, 能力"
231,capable,"の, する能力がある"
232,capacity,"潜在的な能力, 受け入れる能力"
233,potential,"潜在能力, 可能性, 潜在的に可能な"
234,effort,努力
235,struggle,"奮闘, 努力, 奮闘する, 努力する"
236,endeavor,"努力, 試み, 努力する, 試みる"
237,persist,"ねばる, しつこく主張する"
238,persevere,ねばる
239,efficient,効率的な
240,fulfill,"義務・約束を果たす, 実行する"
241,attain,"を達成する, 到達する"
242,achieve,を達成する
243,accomplish,"を成し遂げる, 完成する"
244,obtain,を手に入れる
245,gain,"を得る, を増す, 利益, 増加"
246,acquire,"を獲得する, 身につける, 習得する"
247,complete,"を完了する, 完全にする, 完全な, 完成した"
248,temporary,"一時的な, 仮の"
249,contemporary,"同時代の, 現代の"
250,permanent,"不変の, 永続する"
251,eternal,"永久の, 永遠の"
252,rare,"稀な, めったにない"
253,once in a while,たまに
254,occasion,"機会, 場合, 出来事"
255,now and then,時々
256,frequency,"頻度, 頻繁, 周波数"
257,constant,"絶え間ない, 一定の"
258,perpetual,"絶え間ない, 永久の"
259,at the moment,今のところは
260,at present,今のところは
261,for the time being,ここしばらくは
262,rapid,急速な
263,immediate,"即座の, 直接の"
264,prompt,"即座の, 素早い, を促す, 刺激する"
265,abruptly,"不意に, 突然"
266,period,"期間, 時代, 時限"
267,age,"年齢, 時代"
268,era,時代
269,epoch,"新時代, 時代の幕開け"
270,phase,"局面, 面, 段階"
271,decade,10年間
272,annual,"毎年の, 年に1回の"
273,anniversary,記念日
274,interval,間隔
275,origin,"起源, 出生"
276,initial,最初の
277,former,"以前の, 前者の"
278,previous,前の
279,precede,より先行する
280,posterior,後の
281,prior,前の
282,advance,"前進する, 進歩する, 進歩"
283,simultaneous,"同時の, 同時に起こる"
284,coincide,"同時に起こる, 一致する"
285,prolong,を延長する
286,postpone,を延期する
287,delay,"を遅らせる, 遅延"
288,punctual,時間に正確な
289,current,"今の, 流通している, 流れ"
290,out of date,時代遅れの
291,up to date,最新の
292,ancient,"古代の, 大昔の"
293,ancestor,先祖
294,primitive,"原始的な, 未開の, 野蛮な"
295,economy,経済
296,finance,"財政, 資金, 融資"
297,recede,後退する
298,recession,"不景気, 不況"
299,currency,"通貨, 普及"
300,stock,"在庫, 株, 株式"
301,fortune,"富, 財産, 運"
302,wealth,富
303,well off,"裕福な, 暮らし向きがいい"
304,poverty,貧困
305,property,"財産, 所有物, 特性"
306,asset,財産
307,estate,財産
308,invest,を投資する
309,entrepreneur,起業家
310,capital,"資本, 首都, 大文字"
311,interest,"興味, 利子, 利益"
312,profit,利益
313,benefit,"恩恵, 利益, の利益となる, 利益を得る"
314,budget,"予算, 家計"
315,purchase,を購入する
316,afford,余裕がある
317,available,"入手できる, 利用できる, 手があいている"
318,debt,借金
319,owe,"を借りている, 恩恵がある"
320,bankrupt,破産した
321,save,"を貯める, 節約する, 省く, を救う"
322,spare,"をとっておく, なしですます, 節約する, 予備の"
323,deposit,"貯金, 埋蔵金, を貯める"
324,withdraw,"を引き出す, 引っ込める, 引き下がる, 退く"
325,extravagant,"金遣いの荒い, 過度の, 法外な"
326,income,収入
327,outcome,結果
328,revenue,"歳入, 収入"
329,cost,費用
330,expense,出費
331,fee,"謝礼, 料金"
332,fare,運賃
333,area,"地域, 領域"
334,region,"地域, 地方"
335,district,"地区, 区域"
336,quarter,"4ぶんの1, 地域, 界隈"
337,local,"地域の, 地元の, 地元の人"
338,globe,"地球, 地球儀"
339,urban,"都市の, 都会の"
340,rural,田舎の
341,suburb,郊外
342,border,"境界, 国境"
343,boundary,"境界, 限界"
344,territory,"領土, なわばり"
345,invade,"に侵入する, 侵略する"
346,intrude,に侵入する
347,occupy,"を占領する, 占める"
348,migrate,"移動する, 移住する"
349,immigrate,移住する
350,emigrate,移住する
351,settle,"定住する, を落ち着かせる, 解決する"
352,frontier,"辺境, 最先端"
353,pioneer,"開拓者, 先駆者, を開拓する"
354,explore,を探索する
355,include,を含む
356,contain,を含む
357,exclude,を除外する
358,isolate,を隔離する
359,enclose,"を囲む, 同封する"
360,disclose,"を開示する, 暴く"
361,surround,を取り囲む
362,install,を設置する
363,introduce,"を紹介する, を導入する"
364,locate,"を突き止める, 見つける, を置く"
365,spot,"場所, を突き止める, 見つける"
366,search,"の中を探す, 探求, 探索"
367,approach,"に接近する, 話しかける"
368,remote,"遠方の, へんぴな, 人里離れた"
369,apart,離れて
370,aside,脇に
371,replace,"にとって代わる, を置き換える"
372,site,"用地, 現場, サイト"
373,realm,"領域, 領土, 王国"
374,domain,"領域, 領地"
375,range,範囲
376,scope,"範囲, 領域, 機会"
377,category,"範疇, 種類"
378,genre,"ジャンル, 酒類"
379,margin,"余白, 余裕, 利ざや"
380,emerge,"現れる, 出現する"
381,arise,生じる
382,stem,"生じる, 茎"
383,branch,"枝, 支店, 支社, 部門"
384,derive,"由来する, を引き出す"
385,generate,"を発生させる, 生み出す"
386,flourish,繁栄する
387,bloom,"咲く, 栄える, 開花"
388,prosper,繁栄する
389,thrive,繁栄する
390,prevail,"普及する, 主流となる"
391,glory,栄光
392,victory,勝利
393,triumph,"勝利, 大成功, 勝利する"
394,fame,名声
395,prestige,"声, 威信"
396,fade,"衰退する, 次第に消える"
397,decline,"衰退する, を断る"
398,corrupt,"頽廃した, 腐敗した, を堕落させる"
399,decay,"腐る, 腐敗する, 腐敗, 衰退"
400,rot,"腐る, 腐敗する"
401,bribe,賄賂
402,fraud,"詐欺, 不正行為"
403,perish,"消滅する, 死ぬ"
404,vanish,"消滅する, 消える"
405,ruin,"破壊, 廃墟, を破壊させる, 台無しにする"
406,collapse,"崩壊する, 崩れる"
407,extinguish,"を消す, を絶滅させる"
408,catastrophe,"破滅, 大惨事"
409,survive,を生き残る
410,regard,"をとみなす, を尊重する, に敬意を払う, 尊敬"
411,account,"説明, 報告, 口座, 勘定, 重要性"
412,concern,"に関する, を心配させる, 関係, 心配"
413,anxious,"心配している, を切望している"
414,attend,"に出席する, 注意して聞く, に付き添う, 看護する"
415,apply,"を適用する, 応用する, に応募する, 志願する"
416,reflect,"を反射する, 反映する, を熟考する"
417,wait,"を待つ, に仕える, 給仕する"
418,due,"しかるべき, 正当な, 期限の, 到着予定の"
419,odd,"奇妙な, 半端な, 奇数の"
420,odds,"見込み, 勝算"
421,issue,"問題, 号, を発行する, 発布する"
422,term,"用語, 期間, 関係, 折り合い"
423,figure,"姿, 形, 図, 人物, 数字, 考える"
424,state,"州, 国家, 状態, を述べる"
425,bear,"を住む, に耐える"
426,case,"場合, 事件, 訴訟, 実情"
427,mean,"を意味する, しようとする, 卑劣な, 意地悪な"
428,means,"手段, 方法, 財産"
429,represent,"を代表する, を象徴する, を表す"
430,assume,"を想定する, 思いこむ, を引き受ける"
431,possess,"を所有する, に取り憑く"
432,observe,"を観察する, を守る"
433,swallow,"飲み込む, 鵜呑みにする, 信じる, ツバメ"
434,company,"会社, 一緒にいること, 仲間"
435,firm,"固い, 確固たる, 会社, 企業"
436,enter,に入る
437,receive,を受け取る
438,accept,を受け入れる
439,refuse,"を拒否する, しようとしない"
440,reject,"を拒絶する, はねつける"
441,deny,を否定する
442,appear,"現れる, のように見える"
443,exist,"存在する, 生存する"
444,expect,"を予想する, 期待する"
445,except,"を除いて, 以外は"
446,improve,"を改良する, 改善する, 改善する, 良くなる"
447,solve,"を解く, 解決する"
448,suppose,"と思う, を想定する"
449,suggest,"を提案する, 暗に示す"
450,propose,を提案する
451,pretend,ふりをする
452,doubt,"疑い, を疑う"
453,belong,"に属する, の所有である"
454,fail,"に失敗する, しない, できない"
455,enable,に可能にさせる
456,prefer,をより好む
457,marry,と結婚する
458,regret,を後悔する
459,satisfy,を満足させる
460,disappoint,をがっかりさせる
461,bore,を退屈させる
462,amaze,をびっくりさせる
463,astonish,をびっくりさせる
464,frighten,"を怖がらせる, おびえさせる"
465,scare,を怖がらせる
466,cause,"原因, を引き起こす"
467,factor,"要因, 要素"
468,result,"結果, 結果として生ずる"
469,lead,"を導く, 引き起こす"
470,favor,"好意, 親切な行為, を好む"
471,harm,"害, 損害, を害する"
472,risk,"危険, リスク, を危険にさらす"
473,board,"板, 委員会, に搭乗する"
474,rise,"上がる, 増える, 上昇"
475,raise,"を上げる, 増やす, を育てる"
476,lie,"横たわる, 存在する"
477,lay,"を横たえる, 置く"
478,exhibit,"を展示する, 示す, 展示品"
479,convenient,"便利な, 都合のよい"
480,comfort,"快適さ, を慰める, 元気づける"
481,correct,"正しい, を訂正する, 正す"
482,salary,給料
483,reputation,"評判, うわさ"
484,rumor,"うわさ, 風説"
485,duty,義務
486,opportunity,機会
487,idle,"何もしていない, 無用の, 何もしないでいる"
488,calm,"冷静な, 落ち着いた, を落ち着かせる"
489,curious,"好奇心のある, 好奇心をそそる, 奇妙な"
490,cruel,残酷な
491,official,"公式の, 公務員, 役人"
492,relate,"を関連づける, を話す"
493,absolute,"絶対的な, 完全な"
494,relevant,"と関連がある, 適切な"
495,mutual,相互の
496,associate,"を関連づける, 連想する"
497,conflict,"争い, 衝突, 対立する, 衝突する"
498,collision,衝突
499,friction,"摩擦, 不和"
500,confront,に直面する
501,oppose,に反対する
502,object,"物体, 対象, 目的, に反対する"
503,contrary,と反対の
504,contrast,対照
505,contradict,"を否定する, に反論する, と矛盾する"
506,approve,"に賛成する, を認める"
507,consent,"に同意する, 同意"
508,correspond,"と一致する, 合致する, に対応する"
509,accord,"と一致する, 調和する"
510,conform,"に従う, 順応する, 一致する"
511,compatible,"と両立可能な, 矛盾しない"
512,compare,を比較する
513,confuse,"を混同する, を混乱させる"
514,equal,"と等しい, 匹敵する, するだけの能力がある, に等しい"
515,equivalent,"と同等の, 同等のもの"
516,counterpart,相当するもの・人
517,resemble,に似ている
518,diverse,多様な
519,differ,と異なる
520,vary,"異なる, 変わる"
521,linguistic,言語の
522,literary,文学の
523,literal,"文字通りの, 字義通りの"
524,literate,"読み書きができる, 教養のある"
525,letter,"手紙, 文字"
526,dialogue,対話
527,monologue,独白
528,logic,"論理, 論理学"
529,apology,謝罪
530,eloquent,雄弁な
531,biology,生物学
532,psychology,心理学
533,analogy,類推
534,verb,動詞
535,adjective,形容詞
536,proverb,ことわざ
537,oral,"口頭の, 口の"
538,utter,"を発する, 完全な, 全くの"
539,refer,"に言及する, 参照する, 指す"
540,consult,"に相談する, を参照する"
541,look up,を調べる
542,mention,"に言及する, を口にする, 言及"
543,imply,"を暗に意味する, 含意する"
544,infer,を推察する
545,interpret,"を解釈する, 通訳する"
546,describe,"を描写する, 説明する"
547,subscribe,を定期購読する
548,prescribe,"を処方する, 指示する"
549,manuscript,原稿
550,criticize,を批判する
551,critical,"決定的な, 批評の"
552,crisis,危機
553,opinion,意見
554,remark,"意見, 論評, 述べる"
555,comment,"意見, 論評, 述べる"
556,prose,散文
557,verse,"韻文, 詩"
558,poetry,詩
559,document,"文書, 書類"
560,narrative,"語り, 物語, 物語の"
561,plot,"筋書き, 策略, 陰謀"
562,quote,を引用する
563,rhetoric,"修辞学, 美辞麗句"
564,metaphor,"比喩, 隠喩"
565,irony,皮肉
566,paradox,"逆説, 矛盾"
567,dialect,方言
568,accent,"訛り, 方言"
569,pronounce,を発音する
570,tongue,"舌, 言語, 言葉"
571,text,"文章, メール, メールを送る"
572,context,"文脈, 前後関係, 状況"
573,grammar,文法
574,vocabulary,"語彙, ボキャブラリー"
575,research,"研究, 調査"
576,investigate,"を調査する, 研究する"
577,survey,"を見渡す, 調査する, 調査, 概観"
578,inquire,"尋ねる, 調査する"
579,theory,"理論, 学説"
580,method,方法
581,hypothesis,"仮説, 前提"
582,experiment,実験
583,detect,"を検出する, 見つける"
584,thesis,学位論文
585,statistics,統計
586,analyze,を分析する
587,laboratory,研究室
588,conclude,結論を下す
589,prove,"を証明する, 分かる, 判明する"
590,demonstrate,"を実証する, 実演する"
591,illustrate,"を例証する, 図で説明する"
592,estimate,"を見積もる, 見積もり"
593,expert,"専門家, に熟達した"
594,scholar,"学者, 奨学生"
595,academic,"学問の, 大学の"
596,specialize,"を専攻する, 専門にする"
597,geography,地理学
598,geology,地質学
599,geometry,幾何学
600,arithmetic,算数
601,astronomy,天文学
602,astrology,占星術
603,botany,植物学
604,anthropology,人類学
605,discuss,"を話し合う, 議論する"
606,agree,"賛成する, 同意する, 一致する"
607,argue,"を主張する, 論じる, 言い争う"
608,maintain,"を維持する, 主張する"
609,assert,"を主張する, 言い張る"
610,claim,"要求する, 主張する, 要求, 主張"
611,insist,"要求する, 主張する"
612,exclaim,と叫ぶ
613,proclaim,を宣言する
614,declare,宣言する
615,announce,を告知する
616,exaggerate,"を誇張する, 大げさに言う"
617,boast,"自慢する, 鼻にかける"
618,controversy,"論争, 議論"
619,dispute,"議論, 議論する"
620,debate,討論
621,conference,会議
622,negotiate,交渉する
623,complain,不満を述べる
624,grumble,不満を言う
625,quarrel,"口論, 口喧嘩, 口論する"
626,reconcile,"を和解させる, 仲直りさせる, 和解する"
627,convince,"に確信させる, 納得させる"
628,persuade,に説得する
629,talk into doing,に説得する
630,advantage,"有利な点, 好都合"
631,right,権利
632,privilege,特権
633,entitle,"に資格, 権利を与える"
634,qualify,に資格を与える
635,require,"を要求する, 必要とする"
636,call for,"を要求する, 必要とする"
637,desire,"欲望, 願望"
638,demand,"要求, を要求する"
639,perspective,"展望, ものの見方"
640,inspect,"を詳しく調べる, 検査する"
641,prospect,"見通し, 展望"
642,retrospect,"追想, 回想"
643,suspect,"を疑う, に気付く, 容疑者"
644,speculate,"を推測する, 熟考する"
645,spectacle,"見世物, 光景, 眼鏡"
646,conspicuous,目立つ
647,proceed,"進む, さらに続けてする"
648,exceed,"を越える, 優る"
649,concede,"を認める, 譲歩する"
650,succeed,"成功する, の後を継ぐ, に次いで起こる"
651,predict,"を予言する, 予測する"
652,indicate,"示す, 指示する"
653,dictate,"書き取らせる, 命令する"
654,dedicate,捧げる
655,admit,"を認める, を受け入れる"
656,commit,"を犯す, に取り組み, を約束する, を明言する"
657,omit,省く
658,dismiss,"を解散する, 解雇する, を退ける, 却下する"
659,transmit,"送る, 伝える"
660,mission,"使命, 任務"
661,transfer,"を移動する, 乗り換える, 転勤する, 移動"
662,transport,"を輸送する, 輸送, 交通手段"
663,transform,"を変形する, 変化させる"
664,translate,を翻訳する
665,transplant,"を移植する, 移植"
666,transparent,透明な
667,transition,"移り変わり, 過渡期"
668,distribute,分配する
669,contribute,貢献する
670,attribute,"原因を帰す, 属性, 性質"
671,assure,"保証する, 確信させる"
672,reassure,安心させる
673,ensure,"保証する, 確保する"
674,insurance,保険
675,influence,"影響, に影響を及ぼす"
676,impact,"影響, 衝撃"
677,affect,に影響・効果を及ぼす
678,effect,"効果, 影響"
679,affection,愛情
680,dominant,"支配的な, より優位にたつ"
681,rule,"を支配する, 規則"
682,regulate,規制する
683,control,"を抑制する, 支配する, 制御する, 抑制"
684,bind,拘束する
685,authority,"権威, 権力, 権限, 当局"
686,author,著者
687,exert,"を行使する, 働かせる"
688,exercise,"練習, 運動, を行使する"
689,obey,従う
690,resist,に抵抗する
691,protest,抗議
692,rebel,"反逆者, 反逆する"
693,conquer,征服する
694,win,"勝つ, に勝つ, を獲得する"
695,defeat,"をうち巻かす, 敗北"
696,beat,"を繰り返し叩く, うち負かす"
697,lose,"負ける, を失う, に負ける"
698,surrender,降伏する
699,yield,"屈する, 産出する"
700,depend,"に依存する, よる, 左右される"
701,independent,から独立している
702,rely,"に頼る, をあてにする"
703,count on,"をあてにする, 頼りにする"
704,trust,"を信用する, 信用"
705,compete,競争する
706,press,"押す, 強く求める, 新聞・雑誌, 報道"
707,impress,"印象づける, 感動させる"
708,express,"表に出す, 表現する"
709,oppress,"圧迫する, 虐げる"
710,suppress,"抑える, 抑圧する"
711,threat,"脅し, 脅威"
712,menace,脅威
713,tame,"飼いならす, 飼いならされた"
714,superior,より優れている
715,inferior,より劣っている
716,surpass,"より優れる, を越える"
717,excel,優れる
718,perceive,"知覚する, 感じ取る, 認識する"
719,conceive,"考えだす, 考案する, 心に抱く"
720,deceive,だます
721,sense,"感覚, 判断力, 思慮, 意味, に感づく"
722,sensitive,敏感な
723,sensible,"分別のある, 賢明な"
724,sensation,"感覚, 物議, 騒動"
